work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Scientist,224000,USD,224000,CA,0,CA,M
2023,SE,FT,Data Scientist,176000,USD,176000,CA,0,CA,M
2023,SE,FT,Applied Data Scientist,100000,AUD,68318,AU,100,FI,M
2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
2023,SE,FT,Data Scientist,162500,USD,162500,US,0,US,M
2023,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M
2023,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
2023,SE,FT,Data Scientist,239000,USD,239000,US,0,US,L
2023,SE,FT,Data Scientist,122900,USD,122900,US,0,US,L
2023,SE,FT,Data Scientist,237000,USD,237000,US,0,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,199000,USD,199000,US,0,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,EN,FT,Data Scientist,70000,CAD,51753,CA,100,CA,L
2023,EN,FT,Data Scientist,130001,USD,130001,US,100,US,M
2023,EN,FT,Data Scientist,71907,USD,71907,US,100,US,M
2023,MI,FT,Data Scientist,93918,USD,93918,US,100,US,M
2023,MI,FT,Data Scientist,51962,USD,51962,US,100,US,M
2023,SE,FT,Data Scientist,203000,USD,203000,US,100,US,M
2023,SE,FT,Data Scientist,133200,USD,133200,US,100,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Scientist,238000,USD,238000,US,100,US,M
2023,SE,FT,Data Scientist,156000,USD,156000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,157750,USD,157750,US,100,US,M
2023,SE,FT,Data Scientist,104650,USD,104650,US,100,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,US,100,US,M
2023,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M
2023,SE,FT,Data Scientist,252000,USD,252000,US,0,US,M
2023,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M
2023,SE,FT,Data Scientist,191765,USD,191765,US,0,US,M
2023,SE,FT,Data Scientist,134236,USD,134236,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,171250,USD,171250,IE,0,IE,M
2023,SE,FT,Data Scientist,113750,USD,113750,IE,0,IE,M
2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M
2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
2023,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,317070,USD,317070,US,0,US,M
2023,SE,FT,Data Scientist,170730,USD,170730,US,0,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M
2023,SE,FT,Data Scientist,132000,USD,132000,US,100,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,EX,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,MI,FT,Data Scientist,90000,EUR,96578,IE,0,IE,M
2023,MI,FT,Data Scientist,75000,EUR,80481,IE,0,IE,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
2023,MI,FT,Data Scientist,65000,GBP,78990,GB,0,GB,M
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,0,GB,M
2023,EN,FT,Data Scientist,190000,USD,190000,US,0,US,M
2023,EN,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Scientist,70000,GBP,85066,GB,0,GB,M
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,0,GB,M
2023,MI,FT,Data Scientist,90000,GBP,109371,GB,0,GB,M
2023,MI,FT,Data Scientist,60000,GBP,72914,GB,0,GB,M
2023,EN,FT,Data Scientist,112000,CHF,121093,CH,50,CH,L
2023,MI,FT,Data Scientist,56000,EUR,60093,AT,100,DE,M
2023,SE,FT,Data Scientist,201036,USD,201036,US,0,US,M
2023,SE,FT,Data Scientist,134024,USD,134024,US,0,US,M
2023,SE,FT,Data Scientist,172000,USD,172000,US,0,US,M
2023,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M
2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M
2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M
2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M
2023,SE,FT,Data Scientist,102500,USD,102500,US,100,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2023,SE,FT,Data Scientist,126000,USD,126000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
2023,MI,FT,Data Scientist,1400000,INR,17022,IN,100,IN,L
2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
2023,MI,FT,Data Scientist,55000,EUR,59020,ES,0,ES,M
2023,MI,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M
2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M
2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M
2023,MI,FT,Data Scientist,128750,USD,128750,US,0,US,M
2023,MI,FT,Data Scientist,106250,USD,106250,US,0,US,M
2023,SE,FT,Data Scientist,210550,USD,210550,US,0,US,M
2023,SE,FT,Data Scientist,153300,USD,153300,US,0,US,M
2023,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M
2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M
2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M
2023,SE,FT,Data Scientist,123900,USD,123900,US,100,US,M
2023,MI,FT,Data Scientist,60000,EUR,64385,FR,50,FR,M
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M
2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
2023,MI,FT,Data Scientist,97750,USD,97750,US,100,US,M
2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M
2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M
2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,M
2023,MI,FT,Data Scientist,82920,USD,82920,US,100,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M
2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Scientist,40000,USD,40000,FR,50,FR,L
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M
2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M
2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M
2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M
2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M
2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M
2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M
2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2023,SE,FT,Data Scientist,126500,USD,126500,US,0,US,M
2023,SE,FT,Data Scientist,78000,USD,78000,US,0,US,M
2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M
2023,EN,FT,Data Scientist,101400,BRL,19522,BR,100,BR,L
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Scientist,215050,USD,215050,US,100,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M
2023,SE,FT,Data Scientist,209300,USD,209300,US,100,US,M
2023,SE,FT,Data Scientist,182200,USD,182200,US,100,US,M
2023,EN,FT,Data Scientist,800000,INR,9727,IN,0,IN,L
2023,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M
2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M
2023,SE,FT,Data Scientist,235000,USD,235000,US,100,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2023,SE,FT,Data Scientist,216100,USD,216100,US,0,US,M
2023,SE,FT,Data Scientist,140800,USD,140800,US,0,US,M
2023,EN,FT,Data Scientist,110000,USD,110000,US,50,US,S
2023,MI,FT,Data Scientist,151410,USD,151410,US,100,US,M
2023,MI,FT,Data Scientist,115360,USD,115360,US,100,US,M
2023,EN,FT,Data Scientist,1050000,INR,12767,IN,50,IN,L
2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
2023,SE,FT,Data Scientist,162500,USD,162500,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,GB,0,GB,M
2023,SE,FT,Data Scientist,120250,USD,120250,GB,0,GB,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2023,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
2023,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
2023,SE,FT,Data Scientist,183000,USD,183000,US,0,US,M
2023,SE,FT,Data Scientist,134000,USD,134000,US,0,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M
2023,SE,FT,Data Scientist,228000,USD,228000,US,0,US,M
2023,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
2023,SE,FT,Data Scientist,209450,USD,209450,US,100,US,M
2023,SE,FT,Data Scientist,158677,USD,158677,US,100,US,M
2023,SE,FT,Data Scientist,59000,EUR,63312,CY,50,EE,L
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
2023,SE,FT,Data Scientist,139000,USD,139000,US,100,US,M
2023,SE,FT,Data Scientist,285800,USD,285800,US,100,US,M
2023,SE,FT,Data Scientist,154600,USD,154600,US,100,US,M
2023,EN,FT,Data Scientist,124234,USD,124234,US,0,US,M
2023,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,EN,FT,Data Scientist,1060000,INR,12888,IN,50,IN,S
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2023,MI,FT,Applied Data Scientist,80000,USD,80000,KE,100,KE,S
2023,SE,FT,Data Scientist,257000,USD,257000,US,0,US,M
2023,SE,FT,Data Scientist,134000,USD,134000,US,0,US,M
2023,SE,FT,Data Scientist,72000,EUR,77262,LV,0,LV,M
2023,SE,FT,Data Scientist,36000,EUR,38631,LV,0,LV,M
2023,MI,FT,Data Scientist,50000,EUR,53654,RO,50,RO,L
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2023,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
2023,MI,FT,Data Scientist,840000,THB,24740,TH,50,TH,L
2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,EX,FT,Data Scientist,300000,USD,300000,US,0,US,M
2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,153400,USD,153400,US,0,US,M
2023,SE,FT,Data Scientist,122700,USD,122700,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2023,EN,FT,Data Scientist,50000,USD,50000,IN,100,US,M
2023,SE,FT,Data Scientist,223800,USD,223800,US,0,US,M
2023,SE,FT,Data Scientist,172100,USD,172100,US,0,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,168400,USD,168400,US,0,US,M
2023,SE,FT,Data Scientist,105200,USD,105200,US,0,US,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,MI,FT,Data Scientist,187500,USD,187500,US,0,US,M
2023,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Scientist,115000,USD,115000,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Scientist,272550,USD,272550,US,0,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,0,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Scientist,143100,USD,143100,CA,0,CA,M
2023,SE,FT,Data Scientist,113000,USD,113000,CA,0,CA,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,180560,USD,180560,US,0,US,M
2023,SE,FT,Data Scientist,115440,USD,115440,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,CA,0,CA,M
2023,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
2023,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
